transaction_id,customer_age,transaction_amount,transaction_hour,payment_method,device_type,customer_location,account_age_days,previous_transactions,failed_transactions_last_24h,is_international,is_fraud
2213,43,290.35,14,Credit Card,Mobile,Mumbai,1106,27,0,1,0
2214,30,4378.74,3,UPI,Tablet,Jaipur,1002,29,0,0,0
2215,30,4344.09,10,Debit Card,Mobile,Jaipur,1316,29,0,0,0
2216,37,1156.69,4,Debit Card,Mobile,Delhi,1361,28,0,0,0
2217,30,1216.07,8,Net Banking,Mobile,Jaipur,177,19,1,0,0
2218,34,1543.99,4,UPI,Mobile,Delhi,123,30,0,0,0
2219,55,1705.5,6,Net Banking,Mobile,Jaipur,515,23,0,0,1
2220,32,1811.19,17,UPI,Mobile,Mumbai,65,24,0,0,0
2221,31,2556.99,17,Credit Card,Desktop,Delhi,118,20,0,0,0
2222,28,1424.96,19,Credit Card,Mobile,Pune,741,26,1,0,0
2223,42,3479.19,23,Credit Card,Desktop,Pune,523,33,0,0,0
2224,33,2337.32,1,Credit Card,Mobile,Delhi,526,23,0,0,0
2225,28,1006.7,22,UPI,Mobile,Mumbai,1504,32,0,0,0
2226,48,4760.42,12,Debit Card,Mobile,Ahmedabad,550,28,0,0,1
2227,49,551.92,12,Credit Card,Desktop,Mumbai,281,20,1,0,0
2228,28,1519.7,16,Net Banking,Desktop,Pune,164,21,0,0,0
2229,18,3545.85,21,UPI,Mobile,Pune,206,31,0,0,0
2230,45,917.4,16,Credit Card,Mobile,Ahmedabad,162,24,0,0,0
2231,28,2095.7,5,Credit Card,Desktop,Delhi,17,22,0,0,0
2232,42,2526.71,13,Credit Card,Mobile,Jaipur,151,28,0,0,0
2233,18,821.87,20,Debit Card,Mobile,Jaipur,902,26,0,0,0
2234,43,1543.82,13,UPI,Mobile,Bengaluru,651,28,0,0,0
2235,22,1443.46,11,UPI,Desktop,Mumbai,486,24,0,0,0
2236,42,1052.17,4,Debit Card,Mobile,Delhi,1162,24,0,0,0
2237,35,10314.85,4,Credit Card,Mobile,Delhi,153,24,0,0,0
2238,25,888.48,3,UPI,Mobile,Bengaluru,431,23,0,1,0
2239,30,3655.34,22,Credit Card,Desktop,Delhi,15,22,0,0,0
2240,41,1194.83,12,Credit Card,Mobile,Bengaluru,1112,20,0,0,0
2241,36,685.87,3,Credit Card,Desktop,Bengaluru,296,32,1,0,0
2242,40,1776.24,17,UPI,Desktop,Mumbai,97,27,0,0,0
2243,54,2749.78,15,Credit Card,Mobile,Delhi,136,28,0,0,0
2244,19,3416.62,17,Credit Card,Mobile,Pune,942,30,0,0,0
2245,51,5709.07,1,Debit Card,Tablet,Jaipur,57,30,0,0,0
2246,36,17260.86,22,Debit Card,Mobile,Pune,1296,21,1,0,0
2247,26,1999.02,3,Credit Card,Mobile,Pune,233,21,0,0,0
2248,21,962.49,19,UPI,Tablet,Bengaluru,144,26,1,0,0
2249,33,2350.3,16,UPI,Desktop,Bengaluru,201,25,0,0,0
2250,44,1322.17,19,UPI,Mobile,Mumbai,262,23,0,0,0
2251,33,3431.57,5,UPI,Mobile,Pune,397,19,1,0,0
2252,50,579.56,17,Debit Card,Mobile,Delhi,441,22,0,0,0
2253,20,10879.85,19,Debit Card,Desktop,Bengaluru,296,24,0,0,0
2254,34,3244.9,6,Credit Card,Desktop,Jaipur,295,18,0,0,0
2255,22,425.3,12,UPI,Mobile,Ahmedabad,167,23,1,0,0
2256,38,927.76,8,UPI,Desktop,Ahmedabad,242,22,1,0,0
2257,43,3142.79,1,Debit Card,Desktop,Bengaluru,314,30,1,0,0
2258,30,4192.6,7,Debit Card,Mobile,Mumbai,455,22,0,0,0
2259,18,591.23,13,UPI,Mobile,Delhi,70,22,1,0,0
2260,36,2894.07,21,Credit Card,Mobile,Mumbai,721,25,0,0,0
2261,39,344.51,23,UPI,Desktop,Pune,570,25,0,0,0
2262,39,1523.14,17,UPI,Mobile,Bengaluru,177,24,1,0,0
2263,47,3982.39,0,UPI,Desktop,Mumbai,307,26,0,0,0
2264,24,1052.36,22,Credit Card,Mobile,Pune,1468,27,0,0,0
2265,41,490.03,8,UPI,Mobile,Delhi,10,26,0,0,0
2266,46,1838.99,8,UPI,Mobile,Pune,833,15,0,0,0
2267,18,1008.51,1,UPI,Desktop,Mumbai,358,23,0,0,0
2268,38,2707.14,15,UPI,Mobile,Jaipur,482,27,1,0,0
2269,29,805.72,3,Credit Card,Mobile,Bengaluru,576,28,0,0,0
2270,34,881.73,12,UPI,Mobile,Pune,304,19,0,0,0
2271,38,324.8,16,Debit Card,Desktop,Mumbai,106,30,1,0,0
2272,30,1874.23,10,UPI,Mobile,Mumbai,1201,27,0,0,0
2273,28,1438.38,22,UPI,Mobile,Pune,673,30,0,0,0
2274,35,632.25,1,UPI,Mobile,Pune,410,25,0,0,0
2275,24,1910.34,3,UPI,Mobile,Ahmedabad,297,20,0,0,0
2276,24,3720.66,11,UPI,Mobile,Delhi,345,28,0,0,0
2277,41,1376.84,1,UPI,Desktop,Bengaluru,867,29,2,0,0
2278,23,2027.45,0,Debit Card,Mobile,Pune,6,24,0,0,1
2279,41,2035.81,22,Credit Card,Desktop,Mumbai,1002,22,1,0,0
2280,39,624.24,5,Debit Card,Mobile,Mumbai,23,30,0,0,0
2281,18,8478.33,15,UPI,Mobile,Bengaluru,478,33,0,0,0
2282,28,1122.51,1,Credit Card,Mobile,Mumbai,202,26,0,0,0
2283,46,2765.27,13,UPI,Mobile,Delhi,566,26,0,0,0
2284,25,3027.14,19,Debit Card,Desktop,Jaipur,44,21,0,0,0
2285,30,1463.12,11,Net Banking,Tablet,Bengaluru,406,20,0,0,0
2286,39,2658.28,18,Debit Card,Mobile,Mumbai,966,21,2,1,0
2287,42,1991.52,2,UPI,Mobile,Pune,341,24,2,0,0
2288,32,526.31,18,UPI,Desktop,Delhi,44,16,0,0,0
2289,29,1254.11,10,UPI,Mobile,Delhi,19,20,1,1,0
2290,49,1002.21,3,UPI,Mobile,Ahmedabad,485,31,1,0,0
2291,52,1130.71,16,UPI,Mobile,Bengaluru,36,23,0,0,0
2292,44,576.4,16,UPI,Mobile,Delhi,36,33,1,0,0
2293,35,4028.49,6,UPI,Desktop,Pune,277,28,1,0,0
2294,26,5893.43,4,Credit Card,Desktop,Bengaluru,117,25,0,0,0
2295,26,3577.44,18,Credit Card,Mobile,Bengaluru,114,26,0,0,0
2296,40,4520.71,20,Debit Card,Desktop,Pune,327,35,1,1,0
2297,39,1241.77,18,UPI,Mobile,Jaipur,164,24,1,0,0
2298,49,983.38,8,UPI,Tablet,Mumbai,123,25,1,0,0
2299,41,877.55,16,Credit Card,Mobile,Pune,361,28,1,0,0
2300,19,2738.74,8,Credit Card,Mobile,Mumbai,171,28,0,0,0
2301,45,1961.86,13,UPI,Tablet,Ahmedabad,41,25,0,0,0
2302,25,1537.98,4,Debit Card,Desktop,Delhi,574,26,0,0,0
2303,31,4610.63,21,UPI,Desktop,Delhi,440,32,0,0,0
2304,37,2261.88,1,UPI,Mobile,Mumbai,119,18,0,0,0
2305,54,836.37,23,Credit Card,Desktop,Bengaluru,436,23,0,0,0
2306,66,948.87,14,UPI,Mobile,Delhi,1557,21,0,0,0
2307,41,2823.11,15,Credit Card,Desktop,Jaipur,1567,18,0,0,0
2308,33,3764.56,18,UPI,Tablet,Ahmedabad,379,20,1,0,0
2309,40,2543.62,0,UPI,Mobile,Pune,51,23,0,0,0
2310,43,7461.49,22,Net Banking,Mobile,Delhi,306,20,0,0,0
2311,31,6051.16,11,UPI,Desktop,Mumbai,13,33,0,0,0
2312,52,2328.15,18,Credit Card,Mobile,Mumbai,268,22,1,0,0
2313,37,836.42,19,UPI,Mobile,Pune,1200,26,0,0,0
2314,39,573.64,14,Credit Card,Mobile,Bengaluru,315,21,0,0,0
2315,41,1200.02,4,UPI,Mobile,Pune,399,22,1,0,0
2316,39,2988.63,0,Debit Card,Mobile,Ahmedabad,86,23,0,0,0
2317,43,7053.77,10,Debit Card,Mobile,Bengaluru,7,27,0,0,1
2318,28,2284.63,8,UPI,Mobile,Delhi,2509,30,0,0,0
2319,29,4167.11,6,UPI,Mobile,Mumbai,206,24,1,0,0
2320,23,1344.47,1,Net Banking,Mobile,Pune,163,24,0,0,0
2321,39,2692.47,16,Debit Card,Mobile,Bengaluru,423,18,1,0,0
2322,42,3161.13,15,Credit Card,Desktop,Pune,683,25,0,0,0
2323,39,335.74,15,Credit Card,Mobile,Pune,144,21,0,0,0
2324,51,1175.27,13,Debit Card,Desktop,Mumbai,371,20,1,0,0
2325,34,3497.35,1,UPI,Desktop,Mumbai,202,28,0,0,0
2326,41,2037.7,18,Credit Card,Mobile,Bengaluru,327,22,1,0,0
2327,24,628.16,2,Credit Card,Mobile,Jaipur,87,28,1,1,0
2328,31,234.14,7,Debit Card,Desktop,Mumbai,356,28,1,0,0
2329,41,1220.94,20,UPI,Mobile,Jaipur,24,22,0,0,0
2330,43,1544.93,18,Credit Card,Mobile,Pune,916,21,2,0,0
2331,32,806.63,15,Credit Card,Mobile,Ahmedabad,493,26,0,0,0
2332,34,1834.39,21,Debit Card,Mobile,Jaipur,1419,21,0,0,0
2333,19,2453.1,3,Credit Card,Mobile,Bengaluru,457,19,1,0,0
2334,31,2797.69,7,Debit Card,Mobile,Bengaluru,100,32,0,0,0
2335,43,248.46,0,Debit Card,Mobile,Pune,330,20,0,0,0
2336,40,571.68,3,Credit Card,Desktop,Bengaluru,546,22,0,0,0
2337,40,1282.16,6,UPI,Tablet,Delhi,234,16,0,0,0
2338,35,2585.67,0,Credit Card,Mobile,Delhi,402,24,0,0,0
2339,35,2419.67,23,Debit Card,Mobile,Delhi,88,35,0,0,0
2340,28,2386.29,17,UPI,Desktop,Ahmedabad,750,27,0,0,0
2341,41,1203.83,3,Credit Card,Mobile,Mumbai,1201,28,0,0,0
2342,39,1258.77,19,UPI,Mobile,Ahmedabad,189,29,0,0,0
2343,39,913.55,13,UPI,Desktop,Mumbai,788,28,1,0,0
2344,29,3024.66,7,Credit Card,Desktop,Bengaluru,48,21,1,1,0
2345,18,783.37,17,Credit Card,Mobile,Pune,141,29,0,0,0
2346,45,3229.33,6,Credit Card,Mobile,Pune,309,19,0,0,0
2347,30,1931.95,2,Debit Card,Mobile,Delhi,244,26,0,0,0
2348,26,1578.08,20,UPI,Mobile,Delhi,483,27,1,0,0
2349,41,967.42,13,UPI,Mobile,Jaipur,413,24,0,0,0
2350,31,553.12,11,Debit Card,Mobile,Pune,45,18,0,0,1
2351,45,974.45,14,Credit Card,Mobile,Pune,70,23,1,0,0
2352,41,1256.39,7,UPI,Mobile,Jaipur,26,24,0,0,0
2353,41,245.86,4,Debit Card,Mobile,Delhi,1524,18,0,0,0
2354,21,1397.05,16,Debit Card,Desktop,Mumbai,518,22,1,0,0
2355,47,3427.16,9,Credit Card,Desktop,Mumbai,967,30,0,0,0
2356,37,2575.44,10,Debit Card,Desktop,Mumbai,389,23,1,0,0
2357,31,1099.97,22,UPI,Mobile,Ahmedabad,107,33,0,0,0
2358,36,1698.58,15,UPI,Mobile,Pune,492,14,0,0,0
2359,18,1048.45,15,Debit Card,Desktop,Jaipur,351,28,0,0,0
2360,39,1842.74,3,Credit Card,Mobile,Delhi,262,28,0,1,0
2361,24,5608.77,22,UPI,Mobile,Delhi,232,18,1,0,0
2362,21,3550.34,4,Credit Card,Mobile,Delhi,525,24,0,0,0
2363,19,2481.54,9,Credit Card,Mobile,Pune,480,34,0,0,0
2364,46,1102.89,13,UPI,Desktop,Mumbai,82,29,1,0,0
2365,28,2980.81,8,Credit Card,Mobile,Mumbai,847,22,0,0,0
2366,50,424.32,17,UPI,Mobile,Mumbai,505,20,0,0,0
2367,29,1336.91,19,UPI,Mobile,Delhi,383,21,1,0,0
2368,18,2609.64,5,Credit Card,Desktop,Delhi,690,35,1,0,0
2369,23,2958.2,10,UPI,Mobile,Pune,83,20,0,0,0
2370,47,2795.9,20,UPI,Desktop,Pune,1261,34,0,0,0
2371,33,2071.16,16,Debit Card,Mobile,Jaipur,157,19,1,0,0
2372,29,1398.87,8,Credit Card,Desktop,Bengaluru,152,20,0,0,0
2373,36,2515.89,2,Credit Card,Mobile,Bengaluru,843,17,0,0,0
2374,40,763.35,15,UPI,Mobile,Bengaluru,203,28,0,0,0
2375,46,832.35,19,UPI,Desktop,Bengaluru,888,19,0,0,0
2376,49,1718.81,3,Credit Card,Desktop,Pune,198,31,1,0,0
2377,31,1879.12,23,UPI,Tablet,Jaipur,400,31,0,1,0
2378,21,379.75,21,Credit Card,Mobile,Mumbai,131,24,1,1,0
2379,30,2354.58,14,Credit Card,Mobile,Pune,657,27,1,0,0
2380,37,3035.66,1,Credit Card,Mobile,Pune,91,30,2,0,0
2381,25,1537.9,19,UPI,Mobile,Delhi,1148,18,0,0,0
2382,25,10933.35,16,UPI,Mobile,Bengaluru,232,23,2,0,0
2383,38,947.33,18,Net Banking,Mobile,Delhi,318,21,0,0,0
2384,34,1225.53,19,Net Banking,Desktop,Pune,12,24,0,0,1
2385,35,1192.67,15,Credit Card,Mobile,Bengaluru,1860,22,1,0,0
2386,27,1539.25,23,Debit Card,Mobile,Delhi,838,24,1,0,0
2387,32,1257.68,18,Credit Card,Mobile,Bengaluru,296,29,0,0,0
2388,25,530.89,20,UPI,Mobile,Mumbai,1264,23,1,0,0
2389,43,1056.55,16,UPI,Tablet,Delhi,1337,29,0,0,0
2390,45,1513.08,3,UPI,Mobile,Pune,380,24,1,0,1
2391,18,4371.48,17,Credit Card,Desktop,Jaipur,133,27,0,1,0
2392,25,9526.14,3,Credit Card,Tablet,Mumbai,333,22,0,0,0
2393,20,4761.79,20,Net Banking,Tablet,Bengaluru,196,21,0,0,0
2394,28,879.8,2,Debit Card,Desktop,Pune,297,26,0,0,0
2395,34,937.63,21,Debit Card,Mobile,Delhi,1211,33,0,0,0
2396,20,1440.2,17,Debit Card,Mobile,Bengaluru,165,20,0,0,0
2397,25,6820.22,20,Debit Card,Mobile,Jaipur,913,28,2,0,0
2398,24,1433.19,19,UPI,Mobile,Pune,1369,24,0,0,0
2399,37,565.66,4,UPI,Desktop,Delhi,817,21,0,0,0
2400,35,1095.6,8,Credit Card,Desktop,Bengaluru,374,25,1,0,0
2401,27,2997.83,21,Credit Card,Mobile,Bengaluru,415,19,0,0,0
2402,36,2841.12,22,UPI,Mobile,Jaipur,856,25,2,0,0
2403,29,1393.85,23,Debit Card,Mobile,Delhi,22,22,0,0,1
2404,32,2826.32,14,Net Banking,Mobile,Delhi,665,32,0,0,0
2405,51,265.46,8,Credit Card,Mobile,Pune,376,31,1,0,0
2406,48,1777.68,13,Credit Card,Desktop,Mumbai,253,17,2,0,0
2407,22,3256.96,20,Debit Card,Desktop,Ahmedabad,728,26,0,0,0
2408,43,840.26,23,UPI,Mobile,Jaipur,154,20,0,0,0
2409,43,837.93,1,UPI,Mobile,Jaipur,1129,22,0,0,0
2410,23,367.54,17,Debit Card,Mobile,Ahmedabad,583,24,0,0,0
2411,43,5836.67,12,Debit Card,Mobile,Bengaluru,471,32,1,0,0
2412,50,919.54,20,Credit Card,Tablet,Pune,370,19,0,0,0
2413,23,1983.93,15,Debit Card,Mobile,Ahmedabad,119,29,0,0,0
2414,25,2652.17,5,UPI,Mobile,Ahmedabad,479,12,0,0,0
2415,45,5484.35,15,Credit Card,Desktop,Jaipur,645,18,1,0,0
2416,37,1446.47,3,Credit Card,Mobile,Delhi,5,23,1,0,1
2417,40,1062.58,23,UPI,Mobile,Delhi,228,29,1,0,0
2418,38,1878.92,9,UPI,Desktop,Pune,893,26,0,0,0
2419,38,4569.98,18,Net Banking,Desktop,Mumbai,500,27,0,0,0
2420,21,1427.76,10,UPI,Mobile,Bengaluru,477,29,0,0,0
2421,45,762.12,4,UPI,Mobile,Pune,129,17,0,1,0
2422,46,476.94,17,Credit Card,Mobile,Bengaluru,499,19,0,0,0
2423,32,615.82,2,UPI,Mobile,Jaipur,771,23,0,0,0
2424,34,3266.63,7,Debit Card,Mobile,Mumbai,256,28,0,1,0
2425,19,1265.85,10,UPI,Desktop,Jaipur,100,21,1,0,0
2426,40,1006.25,20,Credit Card,Desktop,Mumbai,40,22,1,0,0
2427,40,922.63,18,UPI,Mobile,Delhi,352,19,1,0,0
2428,34,1751.17,20,Debit Card,Mobile,Jaipur,575,23,0,0,0
2429,46,1350.78,2,Credit Card,Mobile,Pune,88,25,0,0,0
2430,31,1314.87,11,UPI,Mobile,Ahmedabad,273,29,0,0,0
2431,40,4814.85,14,Net Banking,Desktop,Ahmedabad,420,18,0,0,0
2432,24,5599.39,22,UPI,Mobile,Delhi,84,22,1,0,0
2433,34,451.23,23,Credit Card,Mobile,Pune,157,32,2,0,0
2434,33,2126.16,15,Net Banking,Desktop,Bengaluru,468,29,0,0,0
2435,37,878.76,4,Credit Card,Mobile,Pune,645,32,1,0,0
2436,31,1341.31,18,Debit Card,Mobile,Pune,505,24,0,0,0
2437,33,2095.24,5,UPI,Mobile,Ahmedabad,625,31,3,0,0
2438,43,1379.98,11,UPI,Mobile,Delhi,435,28,1,0,0
2439,30,1967.2,18,UPI,Mobile,Pune,903,32,0,0,0
2440,18,2802.81,8,Net Banking,Desktop,Bengaluru,876,22,2,0,0
2441,52,2070.74,17,Net Banking,Mobile,Delhi,795,28,2,0,0
2442,48,975.09,2,UPI,Desktop,Mumbai,428,22,0,0,0
2443,22,988.95,22,UPI,Mobile,Delhi,2568,24,2,0,0
2444,41,517.1,13,UPI,Desktop,Ahmedabad,19,31,1,0,0
2445,29,826.22,23,UPI,Desktop,Pune,108,27,0,0,0
2446,37,7860.89,20,UPI,Mobile,Bengaluru,827,27,0,0,0
2447,37,868.18,4,Debit Card,Mobile,Mumbai,875,30,0,0,0
2448,32,629.73,4,Debit Card,Mobile,Delhi,853,23,1,0,0
2449,27,2113.17,3,Debit Card,Tablet,Pune,1030,30,0,1,0
2450,28,1497.73,21,Credit Card,Mobile,Jaipur,274,29,0,1,0
2451,25,1399.02,15,Debit Card,Mobile,Mumbai,1342,21,0,0,0
2452,26,5050.47,12,Debit Card,Desktop,Pune,117,23,1,0,0
2453,34,2538.43,7,Credit Card,Mobile,Bengaluru,1381,27,1,0,0
2454,27,1070.63,23,UPI,Mobile,Bengaluru,406,24,0,0,1
2455,41,1164.93,20,UPI,Mobile,Jaipur,89,28,2,0,0
2456,49,1094.37,15,Credit Card,Mobile,Delhi,666,11,0,0,0
2457,29,3293.78,1,Net Banking,Desktop,Bengaluru,175,27,0,0,0
2458,37,1278.55,7,Credit Card,Desktop,Jaipur,124,19,1,0,0
2459,39,389.74,2,Net Banking,Tablet,Delhi,94,21,0,0,0
2460,39,1573.95,22,UPI,Mobile,Mumbai,14,20,0,0,0
2461,35,478.37,8,Debit Card,Mobile,Mumbai,723,25,1,0,0
2462,42,9389.85,10,Debit Card,Desktop,Mumbai,333,19,0,0,0
2463,39,755.56,20,Credit Card,Mobile,Mumbai,1925,28,0,0,0
2464,22,1437.28,23,Net Banking,Mobile,Mumbai,289,22,0,0,0
2465,43,2011.35,19,Credit Card,Mobile,Jaipur,926,29,1,1,0
2466,43,1298.64,0,UPI,Mobile,Delhi,1722,26,4,0,0
2467,27,1297.22,0,UPI,Tablet,Pune,11,25,0,0,1
2468,35,2292.65,21,Credit Card,Mobile,Mumbai,55,27,1,0,0
2469,41,5546.78,7,Net Banking,Desktop,Mumbai,213,22,1,0,0
2470,32,3023.01,15,UPI,Desktop,Mumbai,1020,21,2,0,0
2471,45,5339.09,9,Credit Card,Mobile,Delhi,909,28,1,0,0
2472,58,708.18,1,Debit Card,Desktop,Delhi,228,21,0,0,0
2473,27,2108.83,15,UPI,Mobile,Mumbai,111,22,0,0,0
2474,21,1852.32,3,UPI,Mobile,Mumbai,810,23,0,0,0
2475,38,2166.51,18,UPI,Desktop,Mumbai,454,26,0,0,0
2476,42,4919.62,8,UPI,Mobile,Jaipur,16,21,0,0,0
2477,32,1371.1,2,UPI,Mobile,Delhi,815,23,0,0,0
2478,49,1182.75,10,UPI,Mobile,Mumbai,1572,23,0,1,0
2479,21,2507.86,7,UPI,Mobile,Mumbai,21,25,2,0,0
2480,41,394.43,6,Credit Card,Mobile,Pune,168,19,0,0,0
2481,28,1353.59,0,Credit Card,Mobile,Jaipur,855,31,1,0,0
2482,52,1469.45,7,Debit Card,Mobile,Ahmedabad,439,27,0,0,0
2483,54,783.45,23,Credit Card,Desktop,Ahmedabad,2271,23,0,0,0
2484,27,3811.0,16,Net Banking,Mobile,Mumbai,1235,29,0,0,0
2485,29,699.39,10,Debit Card,Mobile,Bengaluru,98,20,0,0,0
2486,43,1467.48,6,Net Banking,Mobile,Ahmedabad,560,26,1,0,0
2487,31,2068.39,8,UPI,Desktop,Delhi,529,43,0,0,0
2488,34,4830.77,13,Debit Card,Mobile,Delhi,58,27,0,0,0
2489,35,1622.23,4,Debit Card,Tablet,Jaipur,46,27,0,0,0
2490,18,3459.65,17,UPI,Desktop,Bengaluru,421,28,0,0,0
2491,34,2865.44,23,UPI,Mobile,Delhi,257,23,0,0,0
2492,28,1805.81,22,Credit Card,Mobile,Ahmedabad,394,28,0,0,0
2493,30,684.3,12,UPI,Mobile,Mumbai,136,19,0,0,0
2494,49,519.22,4,UPI,Desktop,Ahmedabad,406,16,0,0,0
2495,22,1781.49,7,Credit Card,Mobile,Delhi,241,22,0,0,0
2496,43,1059.81,14,Credit Card,Mobile,Bengaluru,1092,22,0,0,0
2497,32,3413.21,21,Net Banking,Desktop,Bengaluru,182,21,0,0,0
2498,32,2971.09,3,Credit Card,Desktop,Mumbai,1023,24,0,0,0
2499,42,1411.36,0,Credit Card,Desktop,Pune,247,26,0,0,0
2500,38,647.96,5,UPI,Desktop,Mumbai,431,15,0,0,0
2501,40,2461.65,23,Credit Card,Mobile,Delhi,168,23,0,1,0
2502,44,724.61,18,Credit Card,Mobile,Ahmedabad,827,32,0,0,0
2503,31,891.79,11,Debit Card,Mobile,Mumbai,927,22,0,0,0
2504,28,747.3,6,UPI,Mobile,Delhi,827,38,0,0,0
2505,24,1464.4,12,Credit Card,Desktop,Mumbai,510,36,0,0,0
2506,26,4172.01,6,Credit Card,Mobile,Bengaluru,181,22,0,0,0
2507,64,1629.4,8,Debit Card,Desktop,Mumbai,505,22,1,0,0
2508,47,1147.6,0,Net Banking,Desktop,Bengaluru,1603,22,0,0,0
2509,21,482.75,20,UPI,Mobile,Bengaluru,522,27,0,0,0
2510,21,2544.53,23,Credit Card,Mobile,Jaipur,1566,27,0,0,0
2511,39,876.27,12,Debit Card,Mobile,Delhi,181,24,0,0,0
2512,40,1797.25,18,Debit Card,Mobile,Bengaluru,935,32,1,0,1
2513,40,1232.28,20,Credit Card,Desktop,Bengaluru,633,17,0,1,0
2514,32,3198.83,0,UPI,Mobile,Jaipur,855,25,0,0,0
2515,33,1442.61,19,UPI,Mobile,Delhi,620,34,0,0,0
2516,38,1560.65,20,Credit Card,Mobile,Ahmedabad,327,31,1,0,0
2517,35,2412.93,18,Credit Card,Mobile,Pune,580,21,0,0,0
2518,18,8826.84,17,UPI,Mobile,Bengaluru,1344,15,0,0,0
2519,32,3330.1,22,UPI,Tablet,Jaipur,270,19,1,0,0
2520,26,1524.03,4,Credit Card,Desktop,Bengaluru,1515,22,0,0,0
2521,36,1640.18,2,Net Banking,Desktop,Jaipur,25,23,0,0,0
2522,64,1075.04,1,Net Banking,Mobile,Bengaluru,7,38,1,0,1
2523,38,765.1,21,Credit Card,Mobile,Bengaluru,340,22,2,0,0
2524,31,1051.32,9,Debit Card,Desktop,Mumbai,943,17,1,0,0
2525,44,882.08,5,UPI,Desktop,Jaipur,142,28,0,0,0
2526,39,2759.2,18,Credit Card,Mobile,Bengaluru,591,32,0,0,0
2527,39,694.4,16,UPI,Desktop,Pune,395,23,0,0,0
2528,41,4753.18,18,Debit Card,Tablet,Bengaluru,171,21,1,0,0
2529,55,2985.84,12,Net Banking,Mobile,Bengaluru,168,25,0,0,0
2530,23,1663.04,16,Debit Card,Mobile,Jaipur,38,19,0,0,0
2531,39,1636.4,22,Credit Card,Mobile,Bengaluru,384,26,0,0,0
2532,25,1047.51,17,Debit Card,Tablet,Bengaluru,299,32,0,0,0
2533,40,2030.56,10,Net Banking,Mobile,Delhi,170,22,1,0,0
2534,25,3906.8,19,UPI,Mobile,Bengaluru,1760,18,1,0,0
2535,30,932.13,19,Debit Card,Desktop,Bengaluru,853,26,0,0,0
2536,32,479.76,12,UPI,Mobile,Bengaluru,372,23,0,0,0
2537,44,2871.46,23,Debit Card,Mobile,Delhi,368,28,1,0,0
2538,44,2120.68,10,UPI,Mobile,Delhi,107,23,0,0,0
2539,22,667.7,19,UPI,Desktop,Ahmedabad,523,31,0,0,0
2540,35,909.86,18,Debit Card,Desktop,Mumbai,1535,28,1,0,0
2541,27,822.8,9,UPI,Desktop,Jaipur,1142,30,0,0,0
2542,22,916.33,2,UPI,Mobile,Pune,44,32,0,1,0
2543,32,1262.76,20,Credit Card,Mobile,Delhi,27,32,0,0,0
2544,31,1321.82,5,Debit Card,Desktop,Mumbai,1625,30,1,0,0
2545,59,972.01,6,UPI,Mobile,Delhi,111,34,2,0,0
2546,39,892.0,20,Debit Card,Mobile,Ahmedabad,399,28,1,0,0
2547,21,1362.36,22,Debit Card,Mobile,Mumbai,38,22,0,0,0
2548,29,1870.86,19,Credit Card,Mobile,Bengaluru,926,29,0,0,0
2549,45,1270.24,4,Credit Card,Mobile,Bengaluru,62,24,1,0,0
2550,55,4133.72,21,UPI,Mobile,Jaipur,516,27,0,0,0
2551,19,2456.44,8,UPI,Desktop,Mumbai,29,26,1,0,0
2552,18,458.21,21,UPI,Mobile,Mumbai,85,23,2,0,0
2553,53,2487.37,9,UPI,Desktop,Ahmedabad,358,21,0,0,0
2554,38,2655.62,13,UPI,Mobile,Pune,23,40,1,0,1
2555,26,1155.41,10,UPI,Mobile,Pune,108,22,0,0,0
2556,40,494.65,16,Debit Card,Mobile,Delhi,73,21,0,0,0
2557,18,1646.58,10,Credit Card,Desktop,Delhi,20,22,0,1,0
2558,35,1625.93,6,Net Banking,Tablet,Mumbai,1770,31,0,0,0
2559,38,666.93,10,UPI,Mobile,Bengaluru,299,20,1,0,1
2560,44,512.36,12,UPI,Mobile,Bengaluru,979,27,0,0,0
2561,24,1525.32,18,Credit Card,Mobile,Pune,221,25,0,0,0
2562,35,1357.69,5,UPI,Desktop,Pune,21,25,0,0,0
2563,25,1171.67,1,Debit Card,Desktop,Jaipur,594,30,1,0,0
2564,37,1530.38,13,Credit Card,Desktop,Pune,19,31,1,0,0
2565,26,677.07,15,Credit Card,Mobile,Bengaluru,402,29,0,0,0
2566,30,1155.33,6,UPI,Mobile,Mumbai,74,28,1,0,1
2567,25,2506.54,0,UPI,Desktop,Bengaluru,555,26,1,0,0
2568,41,1236.48,1,Credit Card,Desktop,Pune,1116,28,0,0,0
2569,43,429.41,8,UPI,Mobile,Mumbai,1559,28,0,0,0
2570,32,1120.85,22,UPI,Mobile,Delhi,375,20,0,0,0
2571,35,694.97,17,Credit Card,Desktop,Mumbai,380,26,1,0,0
2572,20,2025.78,20,UPI,Mobile,Ahmedabad,19,31,0,0,0
2573,32,2111.32,19,Debit Card,Mobile,Pune,734,37,0,0,0
2574,34,433.97,17,UPI,Mobile,Delhi,1564,22,0,0,0
2575,61,3002.53,17,UPI,Mobile,Bengaluru,288,24,0,0,0
2576,23,672.0,9,UPI,Mobile,Delhi,789,24,1,0,0
2577,49,5695.01,7,UPI,Desktop,Delhi,798,27,0,0,0
2578,44,1573.38,20,UPI,Mobile,Mumbai,770,24,0,1,0
2579,37,603.58,7,UPI,Mobile,Mumbai,710,15,0,0,0
2580,52,656.16,1,UPI,Desktop,Jaipur,121,26,0,0,0
