transaction_id,customer_age,transaction_amount,transaction_hour,payment_method,device_type,customer_location,account_age_days,previous_transactions,failed_transactions_last_24h,is_international,is_fraud
10997,18,1005.11,8,UPI,Mobile,Bengaluru,63,29,2,0,0
10998,39,3063.54,17,UPI,Desktop,Bengaluru,234,16,0,0,0
10999,18,3971.64,21,UPI,Mobile,Mumbai,392,13,1,1,0
11000,31,6388.18,13,UPI,Mobile,Bengaluru,1063,24,1,0,0
11001,38,3555.86,23,UPI,Mobile,Delhi,38,24,0,0,0
11002,31,7696.81,18,UPI,Mobile,Bengaluru,141,22,0,0,0
11003,35,3320.44,5,UPI,Mobile,Delhi,465,22,0,0,0
11004,46,14773.89,18,UPI,Mobile,Mumbai,91,17,0,0,0
11005,28,3244.83,8,UPI,Mobile,Delhi,26,28,0,0,0
11006,25,2396.36,1,UPI,Desktop,Pune,872,17,0,0,1
11007,58,4184.35,1,Credit Card,Mobile,Ahmedabad,352,18,0,0,0
11008,21,11275.89,12,UPI,Mobile,Jaipur,905,20,0,0,0
11009,49,3527.21,12,UPI,Tablet,Delhi,483,24,1,0,0
11010,18,6010.56,5,Debit Card,Mobile,Ahmedabad,167,26,2,1,0
11011,47,1881.5,4,UPI,Mobile,Mumbai,709,20,1,0,1
11012,30,7859.98,22,UPI,Mobile,Mumbai,221,16,0,0,0
11013,36,14961.71,10,Debit Card,Mobile,Mumbai,302,12,1,1,0
11014,28,2309.51,13,Credit Card,Tablet,Delhi,959,20,0,0,0
11015,26,949.44,10,UPI,Mobile,Jaipur,613,23,0,0,0
11016,35,4184.03,11,UPI,Mobile,Delhi,25,17,1,0,0
11017,37,2095.42,15,UPI,Desktop,Delhi,55,28,1,0,0
11018,23,3401.31,2,UPI,Mobile,Mumbai,224,19,0,0,0
11019,40,21836.54,18,UPI,Mobile,Delhi,385,22,1,0,0
11020,36,1932.16,23,UPI,Tablet,Bengaluru,430,23,1,0,0
11021,45,4542.61,16,Credit Card,Mobile,Bengaluru,166,20,1,0,0
11022,23,3555.95,12,UPI,Mobile,Pune,157,10,2,1,0
11023,20,4914.07,9,UPI,Mobile,Delhi,375,27,1,0,0
11024,46,1982.11,12,UPI,Tablet,Bengaluru,387,26,0,0,0
11025,18,3732.82,16,Credit Card,Mobile,Delhi,208,20,1,0,0
11026,48,2207.75,23,UPI,Desktop,Delhi,122,19,1,0,0
11027,37,6825.46,16,UPI,Mobile,Bengaluru,272,17,1,0,0
11028,31,7287.66,2,Credit Card,Mobile,Bengaluru,832,20,1,0,0
11029,39,2398.41,10,Debit Card,Mobile,Bengaluru,497,24,1,0,0
11030,46,3861.41,17,UPI,Mobile,Delhi,73,12,2,0,0
11031,36,4331.21,22,Credit Card,Mobile,Bengaluru,74,23,1,0,0
11032,47,2817.45,23,Debit Card,Mobile,Mumbai,227,16,2,0,0
11033,45,2789.23,18,UPI,Mobile,Mumbai,973,17,0,0,0
11034,43,10288.21,17,UPI,Mobile,Pune,439,15,1,0,0
11035,21,4055.43,23,UPI,Desktop,Bengaluru,219,18,2,0,0
11036,18,2729.86,11,UPI,Mobile,Mumbai,341,21,1,0,0
11037,18,1562.54,8,UPI,Desktop,Delhi,428,17,0,0,0
11038,21,1738.89,4,UPI,Mobile,Pune,22,15,0,0,0
11039,45,784.53,10,Credit Card,Desktop,Jaipur,47,20,0,0,0
11040,47,3081.08,16,UPI,Mobile,Pune,91,21,2,0,0
11041,32,2032.71,9,UPI,Mobile,Delhi,262,20,0,0,0
11042,37,7442.89,15,Credit Card,Mobile,Mumbai,803,27,1,0,0
11043,18,2494.42,1,Debit Card,Mobile,Delhi,458,14,1,0,0
11044,35,942.37,2,Net Banking,Mobile,Ahmedabad,172,29,0,0,1
11045,23,2740.58,22,UPI,Mobile,Delhi,314,17,1,1,0
11046,34,6629.44,1,Credit Card,Mobile,Bengaluru,11,22,0,1,0
11047,40,3683.82,5,UPI,Mobile,Pune,371,21,0,1,0
11048,18,5826.01,19,UPI,Tablet,Ahmedabad,299,15,0,0,0
11049,34,4542.92,19,Credit Card,Desktop,Ahmedabad,111,15,1,0,0
11050,47,2909.08,1,UPI,Mobile,Delhi,293,20,0,0,0
11051,30,1285.73,13,UPI,Mobile,Delhi,23,19,2,0,0
11052,19,4107.07,18,UPI,Mobile,Pune,179,23,1,0,0
11053,43,7791.05,10,UPI,Mobile,Jaipur,78,18,1,0,0
11054,40,3670.01,18,Credit Card,Mobile,Pune,273,23,0,0,0
11055,29,1212.56,1,UPI,Desktop,Bengaluru,288,21,1,0,0
11056,24,6981.06,0,UPI,Mobile,Delhi,627,21,0,0,0
11057,34,3247.46,11,UPI,Mobile,Bengaluru,195,19,1,0,0
11058,59,3483.6,7,UPI,Mobile,Bengaluru,134,21,0,0,0
11059,29,1912.57,11,UPI,Desktop,Pune,164,23,1,0,0
11060,27,2931.06,17,Credit Card,Mobile,Delhi,24,27,1,0,0
11061,36,1954.29,12,Debit Card,Desktop,Delhi,11,25,3,0,1
11062,30,1905.83,15,UPI,Mobile,Pune,49,15,1,0,0
11063,39,5016.24,18,Net Banking,Desktop,Jaipur,211,17,0,0,0
11064,18,523.02,6,UPI,Mobile,Bengaluru,592,20,2,0,0
11065,47,12839.87,18,UPI,Mobile,Pune,147,22,1,0,0
11066,37,796.88,2,Debit Card,Mobile,Mumbai,318,19,0,0,0
11067,51,8452.93,4,UPI,Mobile,Delhi,84,19,2,0,0
11068,38,2790.56,17,Credit Card,Desktop,Bengaluru,195,12,2,0,0
11069,38,1201.43,2,UPI,Mobile,Mumbai,330,35,0,0,0
11070,27,4045.43,11,Credit Card,Mobile,Ahmedabad,87,27,0,0,0
11071,22,5811.39,15,UPI,Mobile,Jaipur,155,14,0,0,0
11072,37,1109.06,14,Debit Card,Mobile,Delhi,582,16,1,0,0
11073,33,2925.02,2,Debit Card,Mobile,Mumbai,227,20,0,0,0
11074,28,6094.31,4,UPI,Mobile,Mumbai,128,9,1,0,0
11075,41,16463.66,1,UPI,Mobile,Ahmedabad,428,14,0,0,0
11076,19,818.97,14,UPI,Mobile,Bengaluru,582,13,1,0,0
11077,25,3545.39,7,UPI,Mobile,Jaipur,31,24,0,0,1
11078,27,20449.44,0,Credit Card,Mobile,Ahmedabad,539,21,2,0,0
11079,19,1697.54,23,UPI,Mobile,Mumbai,261,23,3,0,0
11080,25,1246.9,1,Credit Card,Mobile,Delhi,70,19,1,0,0
11081,18,3215.65,7,UPI,Mobile,Jaipur,989,17,2,0,0
11082,34,2769.44,15,Net Banking,Mobile,Bengaluru,76,18,1,0,0
11083,54,1377.12,21,UPI,Mobile,Ahmedabad,91,20,1,0,0
11084,37,4268.55,15,UPI,Mobile,Ahmedabad,329,15,2,0,0
11085,33,10374.29,3,UPI,Mobile,Pune,111,19,1,0,0
11086,30,5516.83,13,Credit Card,Mobile,Mumbai,6,28,2,0,0
11087,46,2881.95,15,UPI,Desktop,Jaipur,322,22,2,0,0
11088,33,2413.2,19,Debit Card,Mobile,Delhi,178,19,0,1,0
11089,41,4856.24,4,Credit Card,Mobile,Jaipur,936,17,2,0,0
11090,26,1103.25,15,UPI,Desktop,Jaipur,178,22,0,0,0
11091,58,3654.54,12,Credit Card,Desktop,Jaipur,91,13,2,0,0
11092,34,982.69,17,Debit Card,Mobile,Delhi,441,15,0,0,0
11093,22,2970.41,20,UPI,Mobile,Delhi,298,19,2,0,0
11094,45,3425.41,1,UPI,Mobile,Ahmedabad,726,16,1,0,0
11095,47,734.45,1,UPI,Mobile,Ahmedabad,211,23,1,1,0
11096,43,7782.89,2,UPI,Desktop,Pune,353,25,0,0,0
11097,26,6784.3,17,UPI,Mobile,Jaipur,327,17,0,0,0
11098,22,2635.57,19,UPI,Mobile,Pune,556,19,0,0,0
11099,35,9094.6,7,UPI,Mobile,Bengaluru,344,26,0,0,0
11100,19,5127.19,12,Debit Card,Tablet,Mumbai,28,12,0,1,0
11101,36,1327.56,10,UPI,Mobile,Ahmedabad,169,12,0,1,0
11102,27,18394.08,22,UPI,Mobile,Mumbai,621,21,1,0,0
11103,44,2356.54,16,UPI,Mobile,Jaipur,4,21,1,1,0
11104,27,2275.55,21,UPI,Mobile,Ahmedabad,159,17,0,0,0
11105,49,3117.92,13,UPI,Mobile,Bengaluru,412,21,0,0,0
11106,32,1618.71,4,Credit Card,Mobile,Mumbai,25,20,2,0,0
11107,18,1638.93,15,UPI,Tablet,Delhi,226,17,1,0,0
11108,25,4075.27,0,Debit Card,Tablet,Mumbai,258,25,0,0,0
11109,24,2782.02,17,Credit Card,Tablet,Delhi,305,17,0,0,0
11110,35,18198.34,0,UPI,Mobile,Ahmedabad,62,22,1,0,0
11111,26,3408.62,4,Credit Card,Mobile,Delhi,238,20,1,0,0
11112,54,2798.29,9,Debit Card,Mobile,Bengaluru,161,21,0,0,0
11113,47,14093.33,21,UPI,Mobile,Delhi,232,21,0,0,0
11114,20,1645.8,22,UPI,Mobile,Delhi,497,27,2,1,0
11115,24,6202.27,8,UPI,Mobile,Delhi,569,27,1,0,0
11116,42,8535.3,21,UPI,Mobile,Mumbai,71,19,1,0,0
11117,18,1595.66,12,Net Banking,Desktop,Delhi,1471,22,0,0,0
11118,50,3385.41,1,UPI,Mobile,Jaipur,356,15,2,0,0
11119,32,1504.28,20,UPI,Tablet,Ahmedabad,646,21,0,0,0
11120,42,5739.96,17,UPI,Mobile,Bengaluru,714,21,2,0,0
11121,42,6591.91,21,UPI,Mobile,Bengaluru,1239,14,1,0,0
11122,45,1978.52,8,Debit Card,Desktop,Mumbai,274,25,1,0,0
11123,27,1240.76,20,UPI,Mobile,Pune,233,17,1,0,0
11124,42,1220.01,0,Credit Card,Desktop,Bengaluru,218,18,0,1,0
11125,39,2384.7,14,Credit Card,Mobile,Mumbai,164,21,1,1,0
11126,23,23976.18,1,UPI,Mobile,Mumbai,10,27,1,0,1
11127,40,2248.49,9,UPI,Mobile,Bengaluru,103,18,1,0,0
11128,18,2228.37,21,UPI,Mobile,Delhi,370,14,1,1,0
11129,58,2549.02,10,Net Banking,Mobile,Mumbai,123,19,1,0,0
11130,37,2830.05,21,UPI,Desktop,Pune,652,16,0,0,0
11131,38,1355.1,15,UPI,Mobile,Bengaluru,793,17,2,0,0
11132,36,2491.66,3,UPI,Mobile,Ahmedabad,248,22,1,0,0
11133,42,12272.41,19,Credit Card,Mobile,Delhi,223,20,1,0,0
11134,54,3112.67,10,Credit Card,Mobile,Pune,18,14,1,0,0
11135,45,2166.95,6,UPI,Desktop,Pune,62,18,1,0,0
11136,47,1258.07,10,Credit Card,Mobile,Mumbai,47,17,1,0,0
11137,30,1021.2,3,UPI,Mobile,Bengaluru,92,22,0,0,0
11138,57,2216.23,16,UPI,Mobile,Delhi,278,26,1,0,0
11139,38,6832.76,16,Credit Card,Mobile,Pune,615,25,0,0,0
11140,27,4653.17,7,UPI,Mobile,Jaipur,371,19,1,0,0
11141,31,2649.7,11,UPI,Mobile,Bengaluru,286,26,0,0,0
11142,18,2767.83,2,UPI,Mobile,Jaipur,322,17,1,0,0
11143,44,13346.45,23,UPI,Mobile,Jaipur,190,26,0,0,0
11144,46,1293.5,12,UPI,Mobile,Ahmedabad,38,14,0,0,0
11145,18,715.81,16,UPI,Mobile,Delhi,114,19,0,0,0
11146,51,1031.06,14,UPI,Mobile,Mumbai,187,22,2,0,0
11147,35,910.6,14,UPI,Desktop,Mumbai,317,19,0,0,0
11148,42,5182.84,20,UPI,Mobile,Mumbai,224,21,1,0,0
11149,40,13198.68,15,UPI,Tablet,Pune,77,19,1,0,0
11150,38,3162.82,18,UPI,Desktop,Jaipur,838,22,1,0,0
11151,35,4130.88,18,UPI,Tablet,Bengaluru,57,15,0,0,0
11152,18,5515.63,2,UPI,Mobile,Ahmedabad,101,22,1,0,0
11153,28,1190.31,19,UPI,Tablet,Jaipur,457,20,2,0,0
11154,49,1924.02,0,Credit Card,Mobile,Delhi,164,20,1,0,0
11155,18,9088.44,12,Net Banking,Mobile,Delhi,115,18,0,0,0
11156,41,6942.39,4,Debit Card,Mobile,Mumbai,43,18,0,0,0
11157,44,2973.53,23,UPI,Tablet,Delhi,207,16,1,0,0
11158,19,1116.94,2,UPI,Mobile,Pune,109,15,3,0,1
11159,50,3817.07,20,UPI,Tablet,Pune,336,12,2,0,0
11160,45,880.65,16,UPI,Mobile,Ahmedabad,227,23,1,0,0
11161,50,9935.24,23,UPI,Mobile,Delhi,138,30,0,0,0
11162,42,2532.1,20,UPI,Desktop,Bengaluru,1,21,0,1,0
11163,36,1047.66,6,Debit Card,Mobile,Delhi,42,17,1,0,0
11164,29,4078.13,7,UPI,Mobile,Pune,199,20,1,0,0
11165,57,5112.9,15,UPI,Mobile,Delhi,794,16,1,0,0
11166,43,5762.06,23,UPI,Mobile,Delhi,256,11,0,0,0
11167,42,2648.49,21,UPI,Desktop,Bengaluru,277,10,0,1,0
11168,38,1210.27,23,UPI,Mobile,Ahmedabad,63,19,0,0,0
11169,28,1171.75,1,UPI,Mobile,Pune,258,27,0,0,0
11170,22,4201.66,15,Debit Card,Mobile,Jaipur,1084,29,2,1,0
11171,18,3515.04,17,UPI,Mobile,Pune,69,23,0,0,0
11172,26,1450.49,13,UPI,Tablet,Delhi,223,18,1,0,0
11173,34,2636.53,19,UPI,Mobile,Mumbai,146,15,0,0,0
11174,44,4404.71,16,Debit Card,Mobile,Delhi,1075,26,1,0,0
11175,30,1122.77,12,UPI,Mobile,Jaipur,145,24,1,0,0
11176,30,527.5,9,UPI,Desktop,Mumbai,257,18,2,0,0
11177,21,4229.45,15,UPI,Mobile,Ahmedabad,100,17,2,0,0
11178,41,3906.88,19,UPI,Mobile,Pune,105,16,0,0,0
11179,38,858.72,17,Debit Card,Mobile,Jaipur,53,17,0,0,0
11180,21,563.28,2,Credit Card,Mobile,Jaipur,174,28,3,0,0
11181,35,25003.34,9,UPI,Mobile,Mumbai,70,16,1,1,0
11182,39,2058.34,15,Credit Card,Desktop,Bengaluru,180,26,0,0,0
11183,34,907.48,15,Credit Card,Desktop,Ahmedabad,58,21,0,0,0
11184,31,276.32,15,UPI,Mobile,Delhi,345,21,2,0,0
11185,25,4444.36,1,Credit Card,Mobile,Mumbai,13,25,1,1,0
11186,37,34169.64,4,UPI,Mobile,Bengaluru,70,28,1,1,0
11187,25,6608.96,18,UPI,Mobile,Bengaluru,556,28,1,0,0
11188,40,9902.93,0,Credit Card,Mobile,Jaipur,526,20,0,0,1
11189,34,777.41,1,Credit Card,Mobile,Bengaluru,694,21,1,0,0
11190,27,7424.52,12,UPI,Mobile,Mumbai,121,15,0,0,0
11191,18,3165.86,4,UPI,Mobile,Mumbai,75,25,0,1,0
11192,63,1886.69,7,UPI,Mobile,Bengaluru,191,22,1,0,0
11193,30,3436.92,18,UPI,Mobile,Ahmedabad,99,17,2,0,0
11194,21,2190.83,7,UPI,Mobile,Jaipur,10,23,0,0,0
11195,23,3314.06,15,UPI,Mobile,Mumbai,81,18,2,0,0
11196,26,1825.44,0,UPI,Mobile,Mumbai,383,14,1,0,0
11197,39,2727.72,8,UPI,Mobile,Mumbai,57,23,0,0,0
11198,44,23208.38,12,Credit Card,Mobile,Mumbai,89,14,1,0,0
11199,34,2067.03,6,UPI,Mobile,Pune,282,17,2,0,0
11200,44,9883.37,12,UPI,Mobile,Jaipur,330,14,2,0,0
11201,44,5572.16,11,UPI,Mobile,Pune,872,14,0,0,0
11202,35,3920.36,0,Debit Card,Mobile,Bengaluru,21,18,1,0,0
11203,29,11647.17,8,UPI,Mobile,Bengaluru,34,25,0,1,0
11204,27,8805.02,5,Credit Card,Mobile,Ahmedabad,647,14,2,0,0
11205,29,725.59,0,Credit Card,Mobile,Jaipur,279,21,0,0,0
11206,37,10778.91,22,UPI,Mobile,Ahmedabad,381,18,2,0,0
11207,45,756.98,7,UPI,Mobile,Pune,166,25,1,0,0
11208,51,6314.95,20,UPI,Tablet,Mumbai,50,32,0,0,0
11209,18,6355.14,12,UPI,Desktop,Jaipur,41,26,0,0,0
11210,36,3867.75,3,Credit Card,Mobile,Pune,274,18,1,0,0
11211,25,1828.91,22,UPI,Mobile,Bengaluru,287,14,0,0,0
11212,43,3900.42,9,Net Banking,Desktop,Bengaluru,113,18,1,0,0
11213,22,1296.24,17,UPI,Mobile,Bengaluru,141,18,1,0,0
11214,45,2383.43,14,UPI,Mobile,Bengaluru,919,20,3,0,0
11215,49,8057.38,23,Debit Card,Mobile,Delhi,1859,20,2,0,0
11216,18,13705.22,9,UPI,Mobile,Delhi,137,16,0,0,0
11217,50,3999.84,6,Net Banking,Mobile,Mumbai,123,31,3,0,0
11218,32,1028.93,23,UPI,Desktop,Bengaluru,14,31,0,1,1
11219,27,7266.14,0,UPI,Mobile,Delhi,253,22,1,0,0
11220,31,28716.63,6,UPI,Tablet,Delhi,116,24,1,0,0
11221,33,4948.0,22,UPI,Tablet,Delhi,404,19,0,0,0
11222,37,1841.22,18,UPI,Mobile,Mumbai,454,24,0,0,0
11223,42,5519.09,8,UPI,Mobile,Delhi,142,27,1,0,0
11224,35,1398.42,4,Debit Card,Mobile,Mumbai,607,28,1,0,0
11225,31,7991.97,12,Net Banking,Mobile,Delhi,67,14,1,0,0
11226,26,4596.35,19,UPI,Mobile,Jaipur,220,23,2,1,0
11227,43,2611.5,8,UPI,Mobile,Bengaluru,355,30,1,0,0
11228,28,3161.23,21,UPI,Mobile,Delhi,197,19,2,0,0
11229,29,9952.92,19,UPI,Mobile,Jaipur,161,17,0,0,0
11230,31,1241.54,9,UPI,Mobile,Pune,652,26,1,0,0
11231,18,2665.68,17,UPI,Mobile,Mumbai,582,19,1,0,0
11232,56,15231.22,11,UPI,Mobile,Mumbai,285,19,0,0,1
11233,31,8439.69,18,Credit Card,Mobile,Delhi,145,27,0,0,0
11234,32,13026.67,15,UPI,Mobile,Jaipur,859,23,0,0,0
11235,25,939.48,6,UPI,Desktop,Ahmedabad,71,18,0,1,0
11236,29,2312.17,17,Credit Card,Mobile,Jaipur,248,21,1,0,0
11237,36,1817.82,9,UPI,Desktop,Mumbai,202,15,0,0,0
11238,18,25789.76,5,UPI,Mobile,Bengaluru,39,18,2,0,0
11239,29,4245.09,10,Credit Card,Mobile,Mumbai,84,18,1,0,0
11240,23,881.27,23,UPI,Mobile,Jaipur,327,18,1,0,0
11241,44,5999.33,18,UPI,Tablet,Mumbai,176,18,1,1,0
11242,48,2833.01,20,UPI,Mobile,Delhi,677,12,1,0,0
11243,37,760.3,2,Net Banking,Mobile,Delhi,201,25,1,0,0
11244,30,13823.19,11,UPI,Desktop,Delhi,282,20,3,0,0
11245,30,7423.17,15,UPI,Mobile,Delhi,203,27,1,0,0
11246,59,14158.08,21,UPI,Mobile,Jaipur,595,24,0,0,0
11247,47,1862.54,3,UPI,Mobile,Jaipur,1223,15,0,0,0
11248,47,5651.7,0,Debit Card,Mobile,Jaipur,200,14,2,0,0
11249,26,2318.34,14,Credit Card,Mobile,Jaipur,134,27,1,0,0
11250,33,1150.68,17,UPI,Mobile,Mumbai,70,15,0,0,0
11251,33,2766.91,17,Debit Card,Mobile,Pune,134,15,1,0,0
11252,18,1187.8,6,UPI,Mobile,Delhi,120,20,1,1,0
11253,36,2659.35,8,UPI,Desktop,Delhi,46,18,1,0,0
11254,53,4867.94,8,UPI,Mobile,Bengaluru,53,19,1,1,0
11255,41,7341.37,11,UPI,Mobile,Pune,71,20,2,0,0
11256,32,3872.05,9,UPI,Desktop,Bengaluru,361,17,3,0,0
11257,43,5418.96,7,Debit Card,Mobile,Delhi,618,22,2,0,0
11258,54,868.32,11,UPI,Desktop,Delhi,44,17,2,0,0
11259,25,5279.4,22,UPI,Mobile,Bengaluru,218,20,1,1,0
11260,33,2585.66,18,UPI,Desktop,Bengaluru,242,17,0,0,0
11261,18,1892.99,5,UPI,Mobile,Mumbai,106,21,2,0,0
11262,26,6192.56,21,UPI,Mobile,Ahmedabad,269,24,1,0,0
11263,47,2052.4,1,UPI,Mobile,Delhi,209,26,1,0,0
11264,46,8406.69,6,UPI,Mobile,Delhi,63,10,1,0,0
11265,50,1030.65,18,UPI,Desktop,Ahmedabad,593,26,1,0,0
11266,48,4929.99,10,UPI,Desktop,Delhi,242,19,2,1,0
11267,45,1604.1,3,UPI,Mobile,Delhi,345,24,1,0,0
11268,27,4945.22,18,Debit Card,Mobile,Delhi,137,18,3,0,1
11269,18,3367.6,9,Debit Card,Mobile,Delhi,133,24,3,0,0
11270,38,3961.61,20,UPI,Mobile,Delhi,7,20,0,0,0
11271,31,1161.83,2,Credit Card,Mobile,Mumbai,316,14,0,0,0
11272,52,2095.94,7,UPI,Mobile,Ahmedabad,543,15,0,0,0
11273,18,2970.97,20,UPI,Mobile,Ahmedabad,125,19,3,0,0
11274,36,2973.6,8,UPI,Mobile,Delhi,113,26,2,0,0
11275,32,11414.76,3,UPI,Mobile,Mumbai,624,16,0,0,0
11276,28,13739.32,13,Credit Card,Mobile,Delhi,1092,13,2,0,0
11277,18,3220.45,6,UPI,Mobile,Bengaluru,25,23,2,1,0
11278,44,2495.27,16,UPI,Mobile,Pune,262,19,0,0,0
11279,28,3597.15,19,UPI,Mobile,Delhi,611,25,0,0,0
11280,32,6934.43,11,UPI,Mobile,Delhi,38,17,2,0,0
11281,18,3844.51,1,UPI,Mobile,Mumbai,44,7,1,0,0
11282,46,3043.45,11,UPI,Mobile,Pune,333,16,0,0,0
11283,36,11023.45,16,UPI,Mobile,Pune,747,16,0,0,0
11284,38,1303.63,16,Credit Card,Mobile,Mumbai,132,19,0,0,0
11285,26,2155.5,15,Debit Card,Mobile,Mumbai,5,22,1,0,0
11286,34,3098.87,22,Debit Card,Mobile,Jaipur,276,15,2,0,0
11287,32,4624.34,15,UPI,Mobile,Pune,303,20,2,0,0
11288,57,439.98,4,UPI,Mobile,Delhi,14,25,1,0,0
11289,52,7358.8,19,UPI,Mobile,Delhi,254,15,1,1,0
11290,49,1175.24,23,UPI,Mobile,Jaipur,62,21,0,0,0
11291,32,2432.47,6,UPI,Mobile,Jaipur,365,18,1,1,0
11292,33,3895.67,20,UPI,Mobile,Mumbai,287,24,1,0,0
11293,28,2777.95,23,Credit Card,Mobile,Mumbai,482,25,1,0,0
11294,32,7005.63,20,UPI,Mobile,Pune,192,16,0,0,0
11295,40,2069.95,22,Credit Card,Mobile,Bengaluru,696,18,0,0,0
11296,30,8397.78,11,UPI,Mobile,Delhi,742,21,3,1,0
11297,33,929.41,17,UPI,Mobile,Jaipur,276,18,0,0,0
11298,51,8001.16,5,UPI,Mobile,Mumbai,213,19,2,0,0
11299,27,18194.73,17,UPI,Mobile,Mumbai,250,28,0,0,0
11300,25,919.3,14,UPI,Desktop,Delhi,157,21,0,0,0
11301,18,4609.9,2,Credit Card,Mobile,Mumbai,364,22,1,0,1
11302,43,4644.31,21,UPI,Mobile,Mumbai,12,21,2,0,0
11303,51,550.18,20,UPI,Mobile,Pune,101,20,1,0,0
11304,51,2850.33,2,UPI,Mobile,Pune,209,25,2,0,0
11305,36,2017.88,21,UPI,Mobile,Bengaluru,77,18,1,0,0
11306,27,1971.76,22,UPI,Mobile,Jaipur,483,24,1,0,0
11307,55,5289.41,0,Net Banking,Mobile,Jaipur,174,23,1,0,0
11308,32,1104.05,14,UPI,Mobile,Bengaluru,663,16,1,0,0
11309,36,1171.97,16,Debit Card,Mobile,Bengaluru,249,20,0,0,0
11310,20,1451.81,23,UPI,Mobile,Bengaluru,345,18,1,0,0
11311,26,2436.69,20,Credit Card,Tablet,Delhi,407,13,1,1,0
11312,35,14259.08,8,UPI,Mobile,Pune,193,23,1,0,0
11313,25,8955.77,0,UPI,Mobile,Jaipur,431,27,1,0,0
11314,18,3902.63,20,UPI,Mobile,Mumbai,80,23,1,0,0
11315,20,1913.77,6,UPI,Mobile,Bengaluru,262,22,2,0,0
11316,23,1438.23,8,UPI,Mobile,Delhi,124,21,3,0,1
11317,34,8906.2,17,Net Banking,Mobile,Bengaluru,89,20,0,0,0
11318,42,8234.83,6,Credit Card,Mobile,Bengaluru,226,15,1,0,0
11319,36,6638.61,19,UPI,Desktop,Delhi,109,23,1,0,0
11320,40,4685.27,9,Debit Card,Mobile,Mumbai,107,19,1,0,0
11321,38,3153.3,18,Credit Card,Mobile,Delhi,1555,19,2,0,0
11322,31,2002.87,7,UPI,Mobile,Bengaluru,529,13,1,0,0
11323,28,5082.42,13,Debit Card,Mobile,Delhi,99,22,1,0,0
11324,37,10892.72,16,UPI,Mobile,Jaipur,19,17,0,0,1
11325,33,14664.06,10,Credit Card,Mobile,Bengaluru,49,26,0,0,1
11326,26,1159.5,15,Debit Card,Mobile,Ahmedabad,135,21,1,0,0
11327,42,651.85,23,UPI,Mobile,Ahmedabad,575,11,0,0,0
11328,55,380.86,12,UPI,Mobile,Pune,36,18,1,0,0
11329,24,3771.45,8,Debit Card,Mobile,Bengaluru,44,16,0,0,0
11330,39,8773.24,4,UPI,Mobile,Bengaluru,419,17,0,1,0
11331,33,7486.57,9,UPI,Mobile,Pune,36,14,0,0,0
11332,25,3606.82,17,Net Banking,Mobile,Jaipur,705,21,1,0,0
11333,20,1995.08,21,UPI,Mobile,Bengaluru,107,19,1,0,0
11334,45,1046.37,3,UPI,Mobile,Bengaluru,101,23,0,0,0
11335,34,2331.41,7,UPI,Mobile,Pune,151,21,2,1,0
11336,18,5253.77,17,UPI,Mobile,Delhi,420,23,1,1,0
11337,68,3861.41,20,Credit Card,Mobile,Ahmedabad,146,22,2,0,0
11338,20,6073.77,21,UPI,Mobile,Delhi,508,25,1,0,0
11339,36,2473.68,14,Credit Card,Mobile,Mumbai,179,18,1,0,0
11340,21,31073.52,17,UPI,Mobile,Pune,214,25,1,0,0
11341,41,1985.7,17,UPI,Mobile,Mumbai,708,20,2,0,0
11342,37,10677.73,19,UPI,Mobile,Pune,43,26,1,0,0
11343,32,2349.99,20,UPI,Mobile,Jaipur,872,24,1,0,0
11344,41,593.6,8,Debit Card,Mobile,Bengaluru,88,28,1,0,0
11345,36,5137.96,19,UPI,Mobile,Delhi,67,25,0,0,0
11346,35,5410.36,5,UPI,Mobile,Mumbai,729,29,1,0,0
11347,32,2153.74,3,UPI,Mobile,Mumbai,231,20,0,1,0
11348,35,3540.66,15,UPI,Mobile,Bengaluru,416,15,2,0,0
11349,40,405.98,5,UPI,Desktop,Mumbai,116,20,0,0,0
11350,64,2796.61,0,UPI,Mobile,Delhi,226,19,1,0,0
11351,35,5205.74,13,UPI,Mobile,Delhi,19,21,1,1,1
11352,32,16646.87,17,UPI,Mobile,Delhi,185,13,1,1,0
11353,48,10031.49,7,UPI,Mobile,Mumbai,801,20,1,0,0
11354,42,2628.35,2,UPI,Mobile,Ahmedabad,42,28,0,0,0
11355,36,3092.02,2,Debit Card,Mobile,Bengaluru,903,24,0,0,0
11356,34,5422.86,3,Net Banking,Mobile,Pune,574,17,0,0,0
11357,39,3854.82,17,UPI,Mobile,Mumbai,859,15,0,0,0
11358,29,7168.03,16,UPI,Mobile,Bengaluru,41,20,1,0,0
11359,25,2805.0,23,Debit Card,Mobile,Ahmedabad,66,29,1,0,0
11360,29,1411.78,23,Credit Card,Mobile,Delhi,521,27,1,0,0
11361,26,13268.65,21,UPI,Mobile,Pune,574,21,3,0,0
11362,22,3910.11,3,UPI,Mobile,Mumbai,171,21,2,0,1
11363,38,9750.55,21,UPI,Mobile,Delhi,126,29,1,0,0
11364,22,1150.54,20,UPI,Mobile,Mumbai,126,18,2,1,0
11365,23,868.89,12,Credit Card,Mobile,Mumbai,95,15,2,0,0
11366,26,10216.28,21,UPI,Mobile,Pune,154,17,1,0,0
11367,54,8493.74,8,Credit Card,Mobile,Bengaluru,144,21,2,0,0
11368,35,3778.7,12,UPI,Mobile,Pune,155,17,0,0,0
